smiles,Tm
O=C(O)C1CC(=O)C(C(=O)C1)=C(O)C2CC2,417.55
Cc1ccc2cc(ccc2n1)N(C)C,374.15
ClCCCCCl,235.85
CCc1ccccc1N(=O)=O,260.85
O=C1CC2CCC(C1)N2C,316.15
CCOC(=O)C(=O)C,223.15
O=C1Oc2ccccc2C=C1C,364.15
CCCCCCCCCCCCCCCCCCCC(=O)O,673.0
CCOC(=O)Cl,192.55
FC1CCCCC1,286.15
O=C(O)c1ccc2C(=O)OC(=O)c2c1,435.15
COP(=O)(OC)OC,227.15
CN(C)C(=S)N(C)C,352.45
O=C(C)Nc1ccccc1C,383.15
Clc1ccccc1c2ccccc2,307.15
CCC(CC)c1ccncc1,398.65
ClC(Cl)(Cl)C,242.75
O=C(O)CCCCC(=O)O,426.35
N#CC=CC1=CC=CO1,311.15
c1ccc2c(n1)ccc3ccccc23,367.15
O=N(=O)c1ccccc1C(=O)N,449.75
Cc1cc(C)c(C)c(C)c1C,327.65
O=CC1=CC=CN1,319.65
Oc1cc(O)c(C)cc1C,399.65
CCCCCCCCC#CC,243.05
C#CC(O)(C)CC,303.65
Cc1ccc2ccc3ccccc3c2c1,338.15
ClC(Cl)(F)C,169.65
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,193.15
Oc1ccc2CCCc2c1,331.15
C=C(C)CC(C)C,149.05
O=C(C)OCCc1ccccc1,242.05
CCCCOC(=O)C(O)C,245.15
ClCCCCCCCCCC,241.85
CC1CCc2ccccc2C1,230.05
N#CCCCCCCCCCCCCCCCC,307.15
O=Cc1ccc(Cl)c(Cl)c1,317.15
O=C(C(C)(C)C)C(C)(C)C,247.95
ClC(Cl)(Cl)C(O)(C)C,370.15
C1CCC(CC1)C2CCCCC2,277.15
Brc1ccc(cc1)C(=O)C,323.65
Nc1ccc(cc1)Sc2ccc(N)cc2,381.65
NCc1ccncc1,265.55
COCC,160.15
c1ccc2cc3ccccc3nc2c1,381.15
Fc1c(F)c(F)c(F)c(F)c1F,278.45
OCCCCCCCC,257.65
CCOc1ccccc1,243.65
c1ccc(cc1)c2c3ccccc3nc4ccccc24,457.15
ClC(=C(Cl)C(F)(F)F)C(F)(F)F,205.85
BrCCCBr,238.95
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,732.15
OC(C)COCC(O)C,233.15
O=C(C)N(C)c1ccccc1,376.15
OC1CC(C)CC(C)C1,284.75
ClC1CC2CCC1(C)C2(C)C,405.15
Oc1cccc(O)c1O,406.15
OCC(C)C,165.15
OC1CC(C)CC(C)(C)C1,328.95
CCc1ccncc1,182.65
CCC(C)(C)C(=C)C,204.15
COC1CC1,154.15
CCOc1ccc(N)c(N)c1,344.65
N#Cc1cccc(F)c1,257.15
CCCCCOC(=O)CC,200.05
Brc1ccccc1c2ccccc2,274.65
C=CCO,144.15
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,313.75
O=Cc1ccc(F)cc1,263.15
CCCSSCCC,187.55
CC1C=CCCC1,157.65
O=C(C)C(c1ccccc1)c2ccccc2,319.15
ClCCCCC(=O)O,291.15
CCOC(=O)c1ccncc1,296.15
O=C(N)Nc1ccccc1,420.15
Oc1cccc(c1)C(C)(C)C,315.45
OCC(C)(C)CO,403.15
Clc1cccc2ccccc12,270.65
O=Cc1ccccc1Cl,285.55
Fc1ccccc1,230.95
ClCCCCCCCCCCCCCCCC,291.05
c1ccc2cc3c(ccc4ccccc34)cc2c1,357.15
OCCC1CCCCC1,253.15
Cc1cc(C)c(C)cc1C,352.45
CCCCCCCCCOC(=O)C,247.15
ClCC(Cl)C,173.15
n1cnccc1,295.15
Cc1ccc2nc(C)cc(C)c2c1,341.15
OC1CCC(C)CC1,263.95
ClCCCC,150.05
CCCCOC(=O)C=C,208.55
O=C1OC=Cc2ccccc12,320.15
ClP(Cl)Cl,161.15
Clc1ccc(Cl)c(c1)N(=O)=O,329.15
ClC(C)C(Cl)(Cl)Cl,209.15
Clc1ccccc1F,230.15
ICI,279.25
C1Cc2cccc3CCC(C1)c23,285.95
ClCc1ccc(OC)cc1,297.65
C=CCc1ccccc1O,267.15
OCCN(=O)=O,193.15
SCCCCCCC,230.15
OO,272.72
CCC(O)C1NCCCC1,394.15
Fc1ccccc1O,289.25
C=C(Cl)C,135.75
Oc1ccc(cc1C(C)(C)C)C(C)(C)C,329.65
Nc1cccc(c1)N(=O)=O,387.15
OCCCCCCCCC=CCCCCCCCC,279.65
Fc1ccc2ccccc2c1,334.15
CCN1C(=O)CCC1=O,299.15
Cc1ccc(C)c(Cl)c1,274.75
CC1CCC(CC1)C(C)C,185.55
OC,175.55
OCCC,147.05
NNC,220.75
CCC(=O)Oc1ccccc1,293.15
CCC(I)C,169.15
CCc1ccc(cc1)C(C)C,253.15
N#CC(Cl)(Cl)F,163.15
BrCC(=O)O,323.15
N#CCc1ccccc1,249.35
ClCCN(C)CCCl,213.15
O=C1CCC(=O)N1,399.65
O=CCC,193.15
O=N(=O)c1cc(C)c(C)cc1C,344.15
CCCCCCCCCCCCCCCCCCCCC,313.65
CCNc1nc(SC)nc(NC(C)C)n1,361.15
CCO[Si](c1ccccc1)(c2ccccc2)c3ccccc3,338.15
CN(C)c1ccccc1C,213.15
CCOC(=O)C(=C)C,198.15
CN(C)P(=O)(N(C)C)N(C)C,280.35
O=C(C)Oc1ccccc1,243.15
COCC(=O)O,280.85
COc1c(F)c(F)c(F)c(F)c1F,236.15
O=S(C)C,291.65
NCCCCCCCC,273.15
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,283.15
OC(C)C(O)C,298.15
Nc1ccccc1,267.15
CCCCC(CC)COC(=O)C=C,183.15
CCCC(C)(C)C(C)(C)C,219.15
CCCC(C)(CC)CC,149.35
Nc1cccc(c1)C(=O)C,371.65
CCCCCCCCCCC(=O)C,294.15
CC1CSCCC1,213.15
CC1SC(C)SC(C)S1,374.15
CCCC(O)C#C,193.15
Oc1cc(C)c(C)cc1C,345.15
CCCCC(=O)c1ccccc1,263.75
Cc1cccc2NC=Cc12,278.15
CCC(CC)C(C)C,158.25
COC(=O)COc1ccccc1,518.15
CCOC(O)C(Cl)(Cl)Cl,329.65
Nc1ccc(cc1)C(C)(C)C,290.15
N#Cc1nc(C#N)nc(C#N)n1,392.15
FCCC,114.15
O=N(=O)c1cccc(N)c1C,365.15
ClCC=CCl,223.15
O=C1OC(=O)C2(C)CCC1C2(C)C,494.15
C#CC(N)(C)C,291.15
O=C(O)CC=Cc1ccccc1,360.15
Cc1ccc(cc1C)C(=O)c2ccccc2,320.65
O=CN1CCCCC1,242.35
C1CC2CCCC2C1,223.82
ICCCCC,187.55
CCOC(=O)c1cccc(Cl)c1O,294.15
NCCC,190.15
CCC(Cl)(C)C,199.65
Cc1cccc2cccc(C)c12,338.15
O=N(=O)c1cccc(N(=O)=O)c1Cl,361.15
CCOC(=O)C(O)C,247.15
COc1ccc(C)cc1OC,297.15
COCCOC,215.15
COC(=O)C(=C)C,225.15
Fc1cc(F)c(F)c(F)c1,225.15
Nc1ccccc1S,299.15
Cc1cccc(c1)N(=O)=O,288.65
O=C(Cl)Cl,145.25
CCCCCCCCCCCCC1CCCCC1,285.65
ClCCCCCCCC,215.35
O=C(C)O[Si](C)(C)OC(=O)C,260.65
O=C(O)CC1CCCCC1,306.15
N#CCc1ccc(OC)cc1,281.15
CCCCCCCCCCCCCCCc1ccccc1,295.15
CC(C)C(C(C)C)c1ccccc1,248.65
Clc1cc2C(=O)OC(=O)c2cc1Cl,461.15
Cc1cc(C)c(C)c(C)c1,249.45
OC(C)(C)Cc1ccccc1,297.15
C#CCCCCCC,193.85
O=C(Cl)C(C)C,183.15
NCc1ccc(C)cc1,285.65
CC=C(C)C=CC=C(C)C,237.75
CNC(=O)NC,381.15
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,218.15
COCc1ccccc1,220.55
OC(C)CC(C)C,183.15
CCOC(=O)CNc1ccccc1,331.15
CCOC(=O)CCCCCCCC(=O)OCC,254.65
CC(C)c1cccc(C(C)C)c1O,291.15
O=C1C=Cc2ccccc2N1C,347.15
CO[Si](OC)OC,158.15
Cc1ccccc1c2ccccc2C,292.65
Ic1ccc(cc1)c2ccccc2,386.65
O=C(O)CCCCCCC(=O)O,417.15
CCN(C(=O)C)c1ccccc1,328.15
CCCC(C1CCCCC1)C2CCCCC2,262.65
BrC1=CC=C(Br)S1,267.15
CC(C)CSCC(C)C,167.65
c1ccc(cc1)Cc2cccc3ccccc23,332.65
CC1=CC=CN1,237.55
C1=CCCC=CCCC=CCC1,307.15
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,568.15
CCCCCCCC(=O)C,265.65
CCC1CCCC1,134.75
Cc1ccc(O)c(c1)C(C)(C)C,324.65
OC1CCN(C)CC1,302.15
Nc1ccccc1N,375.65
NCCCCCCCN,302.05
O=C(C)OCCOC(=O)C,242.15
O=C1N(C)C(=O)N(C)C(=O)N1C,449.65
NCCCCCCCCN,325.15
CCCCCCCCCCCCN(C)C,295.15
CCOc1ccc(I)cc1,302.15
C=CCC(C)CC,131.65
NCCCC,224.05
Cc1ncc(C)nc1,288.15
O=Cc1ccc2OCOc2c1,310.15
BrC(Br)Br,281.15
Cc1cccc(c1)C(C)(C)C,231.75
N#CCc1ccccc1Cl,297.15
CCCCCCCCCCCCC(O)C,307.15
CCc1ccccc1CC,241.95
OCCSCCO,262.95
COc1ccc(O)c(c1)C(C)(C)C,324.15
ClCCOCCOCCCl,241.65
Clc1cccc(c1)Nc2ccccc2,347.15
NCCCN(C)C,213.15
BrCCCCCCCCBr,288.65
Clc1ccc(C)c(C)c1,267.15
CCCCCCCCCCCC(=O)O,572.05
COC(C)(C)OC,226.15
C1=CC=CN1,249.75
CCOc1ccc(O)cc1,339.65
Brc1cnccc1,245.85
CCCCCCCCC,219.65
CCNCC,223.35
BrC(C)C,184.15
FC(F)F,118.05
CCP(CC)CC,185.15
Brc1ccccc1O,278.75
SCCC,159.85
CC1=Cc2ccccc2C1,353.15
ClCC1OC1,215.95
ClC(Cl)(Cl)c1ccccc1,268.15
NC(C)CCc1ccccc1,416.15
O=C(O)C(C)C,227.15
N#CC=CC=C,213.15
Nc1cccc2cc3ccccc3nc12,381.15
CCCCC(CN)CC,197.15
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,286.65
Brc1ccc(O)c(C)c1,337.85
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,195.15
Cc1cnc2ccccc2c1,289.65
Nc1cccc2CCCCc12,311.15
OC1(C)CCCCC1,298.15
C=CC(=O)OCC(C)C,212.15
ICCCCCC,198.95
N#Cc1c(Cl)cccc1Cl,417.65
Clc1ccncc1,229.65
Cc1cc(O)c(cc1C)C(C)(C)C,319.15
CCC(=O)c1ccccc1,291.75
ClCF,140.15
O=N(=O)c1ccc(F)c(c1)N(=O)=O,298.95
ON=C1CCCC1,330.95
O=C1CCCCC1C,259.15
CCOCCOCCOC(=O)C,248.15
CCCCCCC(C)CCC,195.65
ClC(F)(F)F,92.15
C=CC(C)(C)C(=O)O,267.15
NCCCN1CCOCC1,258.15
CC(Cc1ccccc1)c2ccccc2,325.15
Cc1ccc(cc1)Nc2ccc(C)cc2,352.95
CC1CC1(C)C,134.95
CC(C)=CC=C(C)C,287.15
CC(C)Cc1ccccc1C,199.85
O=C(C)Nc1ccc2c(c1)Cc3ccccc23,466.15
CC(C)SC(C)C,195.05
Oc1ccc(OP(=O)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C)c(C)c1,240.15
O=C(F)F,161.95
Cc1ccc(C)c(O)c1,347.95
Clc1cccc(Cl)c1C,298.95
OCc1ccc(O)cc1,397.65
ClCC(=O)CCl,318.15
COc1cc(Cl)c(OC)cc1Cl,407.15
OCCCCCCCCC=CC,279.15
BrC,179.45
OCc1ccccc1Cl,346.15
CCCCC(CC)CC,158.25
Cc1cc(N)c2ccccc2n1,442.15
OCC(C)CC,203.0
CC=C(C)c1ccccc1,249.65
O=C(Cl)C(=O)Cl,257.15
C=CCc1ccc(OC)c(OC)c1,269.15
O=COCCC(C)C,179.65
N1CCOCC1,268.25
CC(C)(C)OOC(C)(C)C,233.15
n1cnc2ccccc2n1,348.95
N#CCCN(C)C,230.15
Cc1ccc(C(C)C)c(O)c1,324.65
Fc1c(F)c(F)c(F)c(F)c1S,249.15
CC(C)CNCC(C)C,199.65
NCCCCCCCCCCCCCCCCC,322.15
c1ccc2CCCc2c1,221.75
COC(=O)c1cccc(c1)C(=O)OC,340.65
n1ccc(cc1)c2ccccc2,350.65
O=C(O)C=C(Cl)C,334.15
COC(=O)c1cccc(C)c1O,302.15
OCCN(CC)CCO,223.15
COc1cc(C)ccc1O,278.65
Oc1ccc(cc1)c2ccccc2,439.15
Cc1ccc(Cl)c(C)c1,240.65
ClC(F)C(Cl)Cl,273.15
CCCCC#CCCCC,200.15
c1ccc(cc1)Oc2ccccc2,299.95
COC(=O)c1ccccc1C,223.15
Clc1ccc(cc1)c2ccc(Cl)cc2,422.45
Brc1ccc(Br)c2ccccc12,356.15
CCC#CCC,170.15
NCc1ccc(Br)cc1,293.15
C=CC(Cl)CCl,212.15
O=C(O)CN(C)C,458.65
CC1CCCC(C)C1O,305.65
CCCCCCCCc1ccccc1,237.15
CCC(S)C,108.15
Nc1ccc(C)cc1,316.85
COC(=O)CC(=C)C(=O)OC,311.15
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,523.15
CCCCCCC(=O)c1ccccc1,289.55
C1CCN(CC1)CCN2CCCCC2,272.65
O=C(N)OCC(C)C,340.15
COc1ccc(O)c(C=O)c1,277.15
CCCCOC(=O)NC,332.15
Fc1cccc2ccccc12,264.15
N#CC(O)(C)C,254.15
O=CNc1ccccc1,319.15
C1=CCCCCCC1,261.15
SCCS,231.95
C=Cc1ccccc1Br,220.65
C1CC2CCCC(C1)C2,418.65
S=C1NC=CN1C,419.15
Oc1ccccc1c2ccccc2O,382.15
O=N(=O)c1c(C)cccc1C,288.15
CCCCCCCCCCCCCCC1CCCCC1,297.15
O=Cc1cccc(OC)c1O,317.65
N#Cc1ccccc1,260.45
O1CCC1,176.15
CCCCCCCCCCCCCC(=O)OC,568.15
c1ccc2Cc3ccccc3Oc2c1,373.65
CC=C(C)C(C)C,159.75
CCCCC(O)C(=O)O,334.15
C=CCOC(=O)CC(=O)C,188.15
O=C1C=COC=C1,305.65
OCCOCCOCCOC,229.15
FCC,129.95
COC(=O)CC(=O)OC,211.25
Cc1ccc2N=CCc2c1,333.15
CCCCCC(=O)O,478.35
CCCCCc1ccccc1,198.15
Ic1ccc(I)cc1,404.65
CCCc1ccccc1C,212.85
OCCOCCOCCOCCO,266.95
BrCOCBr,239.15
CCCCCCCCC=CCCCCCCCC(=O)OC,622.0
CCC(C)OC(=O)C,174.25
CC(C)SSC(C)C,204.15
CN1CCN(C)C1=O,281.35
c1ccc(cc1)N=Cc2ccccc2,327.15
OCc1cnccc1,266.65
O=C(Br)C,177.15
Nc1cc(C)nc(C)c1,465.65
Sc1ccc(C)cc1,316.15
Cc1ccc2cccc(C)c2n1,300.15
FF,53.54
C#CC(Cl)(C)C,212.15
O=C(Oc1ccccc1)Oc2ccccc2,356.15
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,385.65
C=CCOC(CN1C=NC=C1)c2ccc(Cl)cc2Cl,325.85
COc1cccc(c1)N(=O)=O,311.65
Clc1cccc(c1)c2ccccc2,289.15
O=C(C)OCCOCCOCCOC(=O)C,223.15
C1CCC(CC1)CCC2CCCCC2,284.65
Oc1cccc(c1)Nc2ccccc2,354.65
CN1CCCC1c2cnccc2,194.15
CCCCCCCCC1CCCCC1,253.15
O=N(=O)c1ccc2ccccc2c1,352.15
Sc1cccc(C)c1,253.15
Cc1cccc(c1)Nc2ccccc2,303.15
ClCCCCC,174.15
N#CCCCCCCCCCCCCCCC,304.15
Clc1cccc(O)c1Cl,331.15
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,348.15
CCCCCCCCCCC(=O)O,553.15
C=CC(Cl)(Cl)Cl,243.15
ClC(Cl)C(Cl)C(Cl)Cl,263.15
Oc1ccc2ccccc2c1Br,357.15
O=C(Cl)N(C)c1ccccc1,361.65
C1CCC2N(C1)CC3CC2CN4CCCCC34,303.65
O=N(=O)c1ccccc1Cl,305.65
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,398.95
CCCCC(=O)N,379.15
C=CCCC=C,132.45
CCCCCCCOC(=O)CCCC,226.75
CCOC(=O)CC(C)C,173.85
Oc1cccc2ccccc12,368.15
CC(C)(C)OCC1OC1,203.15
O=C(O)CCC1=CC=CO1,331.15
C=CCC,87.85
N#CCCCCCCCCCCCC,282.85
Brc1ccc(Br)cc1,360.45
O=C(C)c1ccc(cc1)c2ccccc2,394.15
CC1=NN(C=C1)c2ccccc2,310.15
Cc1ccc(C(=O)O)c(C)c1,363.15
O=C(C)Oc1ccc(C)c(C)c1,295.15
O=C(CCc1ccccc1)CCc2ccccc2,286.65
O=C1OC(=O)C(Cl)=C1,306.15
C=C1CCC2CC1C2(C)C,211.65
CCOc1cc(C=O)ccc1O,350.65
c1ccc(cc1)CCCc2ccccc2,279.15
C=CC(=O)C,267.15
CCc1ccccc1N,226.65
Cc1ccc2cccc(C)c2c1,259.25
CC1CCC2C1C3C(CCC2(O)C)C3(C)C,378.15
OCCCCCC,228.55
O=C(O)c1ccccc1Oc2ccccc2,386.15
CP(OCCN(C(C)C)C(C)C)OCCN(C(C)C)C(C)C,350.65
CC(C)C(C)C,144.35
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,371.15
CC1CCC2CC1C2(C)C,220.15
BrCCCCCCCCCCCCCC,278.75
O=NN1CCOCC1,302.15
O=C(O)C1CCCC1,266.15
CCC(CC)Nc1c(cc(C)c(C)c1N(=O)=O)N(=O)=O,329.15
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,347.15
C1CNC(CC1)c2cnccc2,282.15
CCCCOC(=O)c1ccccc1C(=O)OCCCC,238.15
ClCCc1ccccc1,213.15
CCNc1ccccc1C,258.15
OCCCCCCCC(C)C,278.15
C=CCc1ccccc1,233.15
CCOC(=O)CC(=O)C(C)C,264.15
N#CCCCC#N,244.15
BrCC=CCBr,326.55
Nc1ccc(cc1)C2=Nc3ccc(C)cc3S2,467.95
O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl,352.15
Clc1cccc2cccnc12,253.15
N1CCCCCC1,236.15
CC(C)(C)SC(C)(C)C,264.15
CN(C)c1ccc(cc1)N(C)C,324.15
O=C1CCC(C)N1,316.15
COc1ccc(C=O)c(OC)c1,345.15
CCC(C(=O)O)c1ccccc1,320.65
O=CC=C,185.45
CCCc1cccc(O)c1,299.15
O=C=Nc1ccccc1Cl,303.65
CCCCCCCCOc1ccccc1,281.15
O=C(O)C=CC(=O)O,403.65
CCCCc1ccccc1,185.25
CCC,85.55
CC1CC(C)CC(C)C1,165.75
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,263.15
c1ccc(cc1)Cc2ccc3ccccc3c2,331.15
O=C1CCCCC1C2=CCCCC2,195.15
CCC(C)c1ccc(O)cc1,334.65
C=Cc1ccccc1C,204.65
CCCC1CCCCC1,178.25
OCC(CO)ON(=O)=O,327.15
COC(=O)C(F)(F)C(F)(F)C(F)(F)F,187.15
O=C(N)OC(C)C,366.15
C1CCC(CC1)NC2CCCCC2,273.05
O=S(=O)(F)F,137.33
FCC(F)(F)F,172.15
OCCCCC,194.25
O=C(C)OCCC(C)C,194.65
C=C1CCCCC1,166.45
CC=CCCCC,163.65
OCCOC,188.05
Nc1ncc(C)cc1,349.65
CCCCCCCCCCCCCCCC1CCCCC1,302.15
Oc1cccc(c1)C(O)C(N)C,380.65
O=C(Cc1ccccc1)c2ccccc2,333.15
OCCCCCCC,239.15
CCCCCCCCC(C)C,224.25
O=N(=O)c1ccccc1O,317.95
Fc1cccc(c1)N(=O)=O,314.15
c1ccc(cc1)c2ccc3ccccc3n2,359.15
C=CCCCCCCCCCO,271.15
Brc1cc(Br)cc(Br)c1,395.95
ClC(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,392.65
Cc1ccc2cnccc2c1,358.65
c1ccc(cc1)Nc2ccc3ccccc3c2,381.15
O=C(O)C1CC1,291.65
CCCCCCCOC(=O)CC,222.25
Ic1cccc(c1)N(=O)=O,311.65
CC(C)CCCCC(C)C,218.25
COC(=O)CC(=O)C,300.65
OC1CCCCC1(C)C,281.15
CCC(O)C,158.45
OCCN(C(C)C)C(C)C,234.15
ClCC=CCCl,275.15
OCCC(O)C,223.15
CCC1CCC1,130.25
c1ccc(cc1)c2ccc3ccccc3c2,376.65
CC(C)c1cc(C)c(C)cc1C,294.15
CCCCCCCCCCCCCCC(=O)OC,581.15
BrC(F)(F)F,101.15
Nc1ccccc1Nc2ccccc2,352.65
C1=Cc2ccccc2CC1,265.15
CCCC(=O)CC,217.65
CCCCCCc1ccc2ccccc2c1,270.15
CCC1CCCC1C,167.15
Brc1ccccc1I,282.65
FC(F)C(F)(F)F,170.15
O=C(Cl)OC(Cl)(Cl)Cl,216.15
c1ccc(cc1)c2cccc(c2)c3ccccc3,360.15
CCCCC(O)(C)CC,190.15
CC(C)C1=CC(=O)C(C)=CC1=O,318.65
ClC=CBr,186.45
COc1ccccc1c2ccccc2,302.15
ClCCOCOCCCl,241.15
O=C(c1ccccc1)C(=O)c2ccccc2,367.95
O=C(C)OC(C)OC(=O)C,292.05
Nc1ccc(cc1)c2ccc(N)cc2,393.15
C=C(C)C(C)(C)C,163.25
Fc1ccc(cc1)C(=O)C,228.15
COc1ccc2NCCCc2c1,315.65
CCCC=CC(=O)O,309.65
BrCCC(C)C,161.15
ClC=C(Cl)Cl,188.45
OCc1ccc(C)cc1C,295.15
O=C1C=CC=CN1C,304.15
CCCCCCCCC(=O)C,287.15
CC(C)CCSCCC(C)C,198.55
c1cnc2ccccc2n1,301.15
C=CCCC,107.95
Oc1ccc(C)c(C)c1C,354.15
CC1=CCC(=CC1)C(C)C,263.15
C#CCCCCCCCCCCCCCCCCCC,309.15
C=CC=CC,132.35
c1ccc(cc1)C2=NC=CN2,422.45
CCC1=C(C)NC=C1C,273.15
c1ccc2c(c1)ccc3cccnc23,325.15
CCCC(=C)C,137.45
BrC=C(Cl)Cl,184.65
COc1c(Br)cc(Br)cc1Br,361.15
CCCOC(=O)N,333.15
O=C1CCC(=O)O1,392.15
O=C1OCc2ccccc12,348.15
CCCCC(=C)C,170.35
CCCC(O)(C)CCC,191.15
BrCc1ccc(C)cc1,308.15
CC[Si](F)(F)CC,194.45
CCc1cccc(Cl)c1,218.15
CCc1ccccc1C,192.35
Cc1ccc(cc1)NCc2ccccc2,292.65
c1ccc2c(c1)Oc3ccccc23,359.65
C1CCC2CCCCC2N1,233.15
N#CCCO,227.15
CCc1ccccc1Cl,190.45
CC#CCC(C)C,180.25
CCOC(=O)C(=O)Nc1ccccc1,338.65
Nc1ccc(C)c(N)c1,372.15
CCN(=O)=O,183.65
BrCCCCCCCCCCCC,263.65
CC1CCCC(C)(C)C1=O,241.35
O=C(C)c1cc(C)c(C)cc1C,283.65
CC(C)OC(C)C,186.35
Cc1ccc(c(C)c1)c2ccc(C)cc2C,314.15
ON=CCC(C)C,321.65
ClC,175.45
CCCCCCCc1ccccc1,225.15
CCCCCCOC(=O)CCC,195.15
Clc1ccccc1C(F)(F)F,267.15
CCC(Cl)C,133.15
Clc1ccnc2ccccc12,307.65
NNCCO,203.15
CCC(C)CC(C)(C)C,153.15
Clc1ccc(O)c(C)c1,324.15
CCc1ccc(cc1)Cc2ccccc2,249.15
CCCCCCCOC(=O)CCC,215.65
CCc1cccc(N)c1,209.15
CCOC(=O)N1CCN(CC1)C(=O)OCC,320.15
n1ncc2ccccc2c1,363.65
OCc1ccc(Cl)c(Cl)c1,309.15
CCCCCC(Br)C,320.15
COCCOC(=O)c1ccccc1C(=O)OCCOC,228.15
CCCCCCCCCCCCCCCCCCCCc1ccccc1,317.15
COS(=O)(=O)c1ccc(C)cc1,301.65
CCC1CCC(=O)O1,255.15
ClC(=Cc1ccccc1)c2ccccc2,326.65
NC,179.75
CC(C)(C1CCCCC1)C2CCCCC2,288.75
CCCCCCCOC(=O)C,222.95
Oc1cc(C)c(C)c(C)c1C,358.45
CCCCCNCCCCC,265.3
ClC(F)C(Cl)(F)F,195.15
BrCCCCCCCCCCCCCCC,292.15
C#CC(C)C(C)C(C)C(C)C(O)C(O)CC,310.65
CCCCCCCCCCCCCCCCCC(=O)OCCCC,300.15
ClC(Cl)C,176.25
CCc1cc(CC)cc(CC)c1,206.65
Clc1nc(Cl)cc(C)n1,319.65
CCOC(=O)c1ccccc1O,274.15
c1ccc(cc1)C2=CC=C(O2)c3ccccc3,364.15
ClCCCCCCCCCCCCCCCCCC,301.75
CCCSCCC,170.65
Clc1cc(Cl)cc(N)c1,325.15
O=C(C)C(O)C,288.15
ClC1=CC=C(Cl)S1,232.65
N#CC(O)C,233.15
Cc1cccc(C)c1C,247.75
CCCC(C)CO,166.15
O=S(=O)(Cl)Cl,219.05
O=CN,275.7
CCCCC#CCC,169.25
CCOCCOC(=O)c1ccccc1C(=O)OCCOCC,307.15
COC(F)(F)C(Cl)Cl,238.15
COC(=O)CC(O)(CC(=O)OC)C(=O)OC,352.45
OC1C2CC3OC1C(C3)N2C,381.65
ON=C(C)C(=O)C,349.95
CC1=CC=C(S1)C(=O)C,300.65
O=C(O)C,289.75
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,345.75
O=CC(Cl)Cl,235.65
C=CC(OC(=O)C)OC(=O)C,235.55
ClCc1ccc(Cl)cc1,304.15
CC=CC(C)CC,147.45
COC(=O)C=C(C)C,387.15
O=CC(C)C,207.25
CC1CC(=O)C(C)(C)C1,232.55
CCC1=CCCCC1,163.25
CCCCCCCCCCCCCc1ccccc1,283.15
OCC(F)(F)C(F)F,258.15
Clc1cc(Cl)c(C)cc1Cl,355.55
C=CCC(C)(C)C,136.55
O=N(=O)C(C)(C)C,299.38
Clc1ccccc1N,259.15
C=CC[Si](Cl)(Cl)Cl,308.15
ClC1CCCCC1,229.15
CCOC(=O)c1cccc(c1)C(=O)OCC,284.65
C=CCC(=O)O,238.15
CC1=CSC=C1,204.15
OCc1ccc(OC)cc1,298.15
COc1ccc(cc1)C(=O)c2ccccc2,334.65
C#CCCCCCCCC,229.15
NC1CC(C)(C)NC(C)(C)C1,290.15
n1ncccc1,265.15
Clc1ccc(cc1)C(F)(F)F,240.15
CCOc1cc(ccc1N(=O)=O)Oc2ccc(cc2Cl)C(F)(F)F,357.15
FC(F)(C)C,168.35
C=CCc1ccc(OC(=O)C)c(OC)c1,303.65
C=COCCCl,203.15
CN(C)C,156.05
CC(C)C(C(C)C)C(C)C,191.45
Nc1ccc(cc1)C(=O)C,379.15
CC1=CC=C(C)O1,210.35
CCC(C)C,113.25
Cc1nccc2ccccc12,283.15
O=C(C)Nc1ccccc1c2ccccc2,394.15
SCCCS,194.15
c1ccc2c(c1)ccc3c4ccccc4ccc23,531.35
O=C(O)C(O)(C)C,355.65
COc1ccc(Cl)cc1Cl,301.65
O=C(C)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(C)c2,485.15
CC1OC1C,193.15
COc1ccc(N)cc1N,340.65
